,Time,LBA,PBA,Ops,Zone-idx,WA_1,WA_2
14017,365.653461,45310,19750,w,0,-1,-1
14018,365.653508,33231,60135,w,0,59622,60646.
14019,365.653694,32617,59065,w,0,58561,59585.
14020,365.653883,24645,44709,w,0,44209,45233.
14021,365.654068,4000,7648,w,0,7187,8211.
14022,365.654258,387,843,w,0,310,1334.
14023,365.654443,50165,30853,w,0,-1,-1
14024,365.654493,56384,44456,w,0,-1,-1
14025,365.654538,8041,14881,w,0,14407,15431.
14026,365.654733,17796,32388,w,0,31894,32918.
14027,365.654918,42683,13715,w,0,-1,-1
14028,365.654951,40618,9378,w,0,-1,-1
14029,365.654997,7681,14065,w,0,13550,14574.
14030,365.655179,29465,53177,w,0,52623,53647.
14031,365.655364,2058,3882,w,0,3356,4380.
14032,365.655550,45112,19552,w,0,-1,-1
14033,365.655712,60309,53493,w,0,-1,-1
14034,365.655747,46713,22857,w,0,-1,-1
14035,365.655792,44274,17578,w,0,-1,-1
14036,365.655826,41558,11454,w,0,-1,-1
14037,365.655868,29463,53175,w,0,52621,53645.
14038,365.656053,18529,33577,w,0,33051,34075.
14039,365.656241,20726,37598,w,0,37087,38111.
14040,365.656429,2953,5689,w,0,5210,6234.
14041,365.656664,44135,17439,w,0,-1,-1
14042,365.656711,34883,63155,w,0,62652,63676.
14043,365.656901,2971,5707,w,0,5225,6249.
14044,365.657090,1,457,w,0,0,1024.
14045,365.657278,4851,8955,w,0,8438,9462.
14046,365.657463,20146,36562,w,0,36053,37077.
14047,365.657645,15473,28241,w,0,27757,28781.
14048,365.657833,7805,14189,w,0,13649,14673.
14049,365.658020,1600,2968,w,0,2420,3444.
14050,365.658208,6602,12074,w,0,11548,12572.
14051,365.658396,49592,29712,w,0,-1,-1
14052,365.658445,64515,62811,w,0,-1,-1
14053,365.658490,32609,59057,w,0,58555,59579.
14054,365.658680,54206,40006,w,0,-1,-1
14055,365.658713,60315,53499,w,0,-1,-1
14056,365.658753,50988,32812,w,0,-1,-1
14057,365.658789,14081,25481,w,0,24936,25960.
14058,365.658974,20221,36637,w,0,36113,37137.
14059,365.659159,14547,26403,w,0,25878,26902.
14060,365.659343,39246,6302,w,0,-1,-1
14061,365.659375,48728,27712,w,0,-1,-1
14062,365.659412,51970,34930,w,0,-1,-1
14063,365.659448,40829,9589,w,0,-1,-1
14064,365.659488,62683,58707,w,0,-1,-1
14065,365.659524,9358,17110,w,0,16600,17624.
14066,365.659708,1786,3610,w,0,3137,4161.
14067,365.659893,279,735,w,0,223,1247.
14068,365.660077,40143,8335,w,0,-1,-1
14069,365.660110,60074,53258,w,0,-1,-1
14070,365.660153,48459,26875,w,0,-1,-1
14071,365.660186,15683,28451,w,0,27926,28950.
14072,365.660371,54673,41041,w,0,-1,-1
14073,365.660404,182,638,w,0,146,1170.
14074,365.660644,56576,45216,w,0,-1,-1
14075,365.660697,22828,41524,w,0,41046,42070.
14076,365.660887,47164,23876,w,0,-1,-1
14077,365.660936,50197,30885,w,0,-1,-1
14078,365.660981,2782,5062,w,0,4505,5529.
14079,365.661168,11921,21497,w,0,20930,21954.
14080,365.661353,34144,61960,w,0,61491,62515.
14081,365.661540,14971,27283,w,0,26786,27810.
14082,365.661729,45508,20516,w,0,-1,-1
14083,365.661774,12665,23153,w,0,22663,23687.
14084,365.661961,30912,55992,w,0,55488,56512.
14085,365.662146,36265,65449,w,0,64898,-1.
14086,365.662265,38,494,w,0,30,1054.
14087,365.662452,43642,15810,w,0,-1,-1
14088,365.662501,8131,14971,w,0,14479,15503.
14089,365.662689,56176,44248,w,0,-1,-1
14090,365.662722,23200,41896,w,0,41345,42369.
14091,365.662908,26448,47880,w,0,47360,48384.
14092,365.663097,23871,43479,w,0,43020,44044.
14093,365.663285,19816,35776,w,0,35220,36244.
14094,365.663471,64289,62585,w,0,-1,-1
14095,365.663519,63640,60800,w,0,-1,-1
14096,365.663566,57599,47375,w,0,-1,-1
14097,365.663599,59217,51265,w,0,-1,-1
14098,365.663641,33603,60963,w,0,60489,61513.
14099,365.663825,8052,14892,w,0,14416,15440.
14100,365.664012,64825,63689,w,0,-1,-1
14101,365.664045,35757,64485,w,0,63922,64946.
14102,365.664234,5982,10998,w,0,10482,11506.
14103,365.665366,25448,45968,w,0,45422,46446.
14104,365.665553,19372,35332,w,0,34864,35888.
14105,365.665741,35820,65004,w,0,64540,-1.
14106,365.665856,6027,11043,w,0,10518,11542.
14107,365.666040,34330,62146,w,0,61640,62664.
14108,365.666224,48564,26980,w,0,-1,-1
14109,365.666257,40326,8518,w,0,-1,-1
14110,365.666300,25986,46962,w,0,46422,47446.
14111,365.666483,28714,51970,w,0,51452,52476.
14112,365.667770,17914,32506,w,0,31989,33013.
14113,365.667954,53634,38298,w,0,-1,-1
14114,365.667988,13256,24200,w,0,23706,24730.
14115,365.668171,23872,43480,w,0,43020,44044.
14116,365.668356,33344,60248,w,0,59713,60737.
14117,365.668540,57768,47544,w,0,-1,-1
14118,365.668624,38903,5391,w,0,-1,-1
14119,365.668677,58009,48353,w,0,-1,-1
14120,365.668713,785,1697,w,0,1198,2222.
14121,365.668966,39185,6241,w,0,-1,-1
14122,365.668999,27561,49905,w,0,49390,50414.
14123,365.669186,29802,53970,w,0,53461,54485.
14124,365.669375,39106,6162,w,0,-1,-1
14125,365.669422,64998,63862,w,0,-1,-1
14126,365.669469,37057,1273,w,0,-1,-1
14127,365.669516,52802,36898,w,0,-1,-1
14128,365.669566,39854,7478,w,0,-1,-1
14129,365.669599,42049,12513,w,0,-1,-1
14130,365.669644,20080,36496,w,0,36000,37024.
14131,365.669832,34403,62219,w,0,61699,62723.
14132,365.670017,52444,35972,w,0,-1,-1
14133,365.670050,25218,45738,w,0,45237,46261.
14134,365.670238,59137,50617,w,0,-1,-1
14135,365.670289,23301,42453,w,0,41994,43018.
14136,365.670475,18141,32733,w,0,32171,33195.
14137,365.670660,55125,42061,w,0,-1,-1
14138,365.670705,24924,44988,w,0,44433,45457.
14139,365.670890,38787,5275,w,0,-1,-1
14140,365.670923,65153,64585,w,0,-1,-1
14141,365.670970,14061,25461,w,0,24920,25944.
14142,365.671159,35432,64160,w,0,63661,64685.
14143,365.671348,22242,40482,w,0,40008,41032.
14144,365.671537,34814,63086,w,0,62597,63621.
14145,365.671728,63560,60720,w,0,-1,-1
14146,365.671779,16942,30622,w,0,30073,31097.
14147,365.671968,36593,241,w,0,-1,-1
14148,365.672013,21820,39604,w,0,39101,40125.
14149,365.672195,34304,62120,w,0,61619,62643.
14150,365.672384,15898,28666,w,0,28099,29123.
14151,365.672577,45852,20860,w,0,-1,-1
14152,365.673312,59949,52565,w,0,-1,-1
14153,365.673350,43840,16576,w,0,-1,-1
14154,365.673394,41642,11538,w,0,-1,-1
14155,365.673431,53033,37129,w,0,-1,-1
14156,365.673474,64414,62710,w,0,-1,-1
14157,365.673511,25738,46714,w,0,46222,47246.
14158,365.673695,42551,13583,w,0,-1,-1
14159,365.673734,2437,4717,w,0,4228,5252.
14160,365.673920,17022,30702,w,0,30137,31161.
14161,365.674104,45460,19900,w,0,-1,-1
14162,365.674141,55937,43441,w,0,-1,-1
14163,365.674184,12481,22513,w,0,21947,22971.
14164,365.674368,53544,38208,w,0,-1,-1
14165,365.674405,50684,31940,w,0,-1,-1
14166,365.674448,3837,7029,w,0,6488,7512.
14167,365.674632,32449,58897,w,0,58426,59450.
14168,365.674816,46012,21588,w,0,-1,-1
14169,365.674852,2305,4585,w,0,4122,5146.
14170,365.675036,44262,17566,w,0,-1,-1
14171,365.675072,52632,36160,w,0,-1,-1
14172,365.675116,24953,45017,w,0,44456,45480.
14173,365.675299,16881,30561,w,0,30024,31048.
14174,365.675482,26965,48853,w,0,48343,49367.
14175,365.675665,771,1683,w,0,1186,2210.
14176,365.675849,29251,52963,w,0,52451,53475.
14177,365.676034,13841,25241,w,0,24743,25767.
14178,365.676219,20167,36583,w,0,36070,37094.
14179,365.676403,48164,26012,w,0,-1,-1
14180,365.676436,49035,28019,w,0,-1,-1
14181,365.676479,50177,30865,w,0,-1,-1
14182,365.676512,33054,59958,w,0,59480,60504.
14183,365.676771,61046,55366,w,0,-1,-1
14184,365.676818,20867,37739,w,0,37200,38224.
14185,365.677008,26592,48024,w,0,47476,48500.
14186,365.677196,27057,48945,w,0,48417,49441.
14187,365.677383,43785,16521,w,0,-1,-1
14188,365.677463,64461,62757,w,0,-1,-1
14189,365.677497,37353,2137,w,0,-1,-1
14190,365.677545,6885,12813,w,0,12343,13367.
14191,365.677732,19839,35799,w,0,35239,36263.
14192,365.677918,20500,37372,w,0,36905,37929.
14193,365.678103,3293,6029,w,0,5483,6507.
14194,365.678290,41961,12425,w,0,-1,-1
14195,365.678338,20713,37585,w,0,37076,38100.
14196,365.678522,20346,36762,w,0,36214,37238.
14197,365.678710,54519,40319,w,0,-1,-1
14198,365.678743,13858,25258,w,0,24757,25781.
14199,365.678928,47263,23975,w,0,-1,-1
14200,365.678977,61812,56700,w,0,-1,-1
14201,365.679022,13404,24348,w,0,23824,24848.
14202,365.679207,1539,2907,w,0,2371,3395.
14203,365.679385,27461,49805,w,0,49310,50334.
14204,365.679573,14784,27096,w,0,26636,27660.
14205,365.679861,59224,51272,w,0,-1,-1
14206,365.679910,55618,43122,w,0,-1,-1
14207,365.679957,33396,60300,w,0,59754,60778.
14208,365.680147,285,741,w,0,228,1252.
14209,365.680336,29172,52884,w,0,52387,53411.
14210,365.680525,13591,24535,w,0,23975,24999.
14211,365.680768,23418,42570,w,0,42088,43112.
14212,365.680950,5859,10875,w,0,10383,11407.
14213,365.681135,40689,9449,w,0,-1,-1
14214,365.681182,55277,42213,w,0,-1,-1
14215,365.681229,20239,36655,w,0,36128,37152.
14216,365.681416,39997,7621,w,0,-1,-1
14217,365.681465,36800,448,w,0,-1,-1
14218,365.681511,21443,38771,w,0,38230,39254.
14219,365.681698,55409,42345,w,0,-1,-1
14220,365.681732,27381,49725,w,0,49245,50269.
14221,365.681915,19399,35359,w,0,34885,35909.
14222,365.682102,47008,23720,w,0,-1,-1
14223,365.682149,36442,90,w,0,-1,-1
14224,365.682194,27115,49003,w,0,48464,49488.
14225,365.682381,22102,39886,w,0,39327,40351.
14226,365.682569,42336,13368,w,0,-1,-1
14227,365.682604,40211,8403,w,0,-1,-1
14228,365.682652,38788,5276,w,0,-1,-1
14229,365.682685,31393,56929,w,0,56442,57466.
14230,365.682868,44127,17431,w,0,-1,-1
14231,365.682915,22632,40872,w,0,40321,41345.
14232,365.683100,42967,14567,w,0,-1,-1
14233,365.683134,18347,33395,w,0,32905,33929.
14234,365.683321,14585,26441,w,0,25909,26933.
14235,365.683509,51142,32966,w,0,-1,-1
14236,365.683554,7894,14278,w,0,13721,14745.
14237,365.683740,31220,56300,w,0,55735,56759.
14238,365.683930,49631,29751,w,0,-1,-1
14239,365.683963,7225,13153,w,0,12616,13640.
14240,365.684150,41208,10536,w,0,-1,-1
14241,365.684198,46978,23690,w,0,-1,-1
14242,365.684243,28288,51088,w,0,50542,51566.
14243,365.684432,25542,46062,w,0,45497,46521.
14244,365.684660,24988,45052,w,0,44484,45508.
14245,365.684850,59021,50501,w,0,-1,-1
14246,365.684895,26837,48725,w,0,48241,49265.
14247,365.685082,40749,9509,w,0,-1,-1
14248,365.685115,64089,61817,w,0,-1,-1
14249,365.685162,11650,21226,w,0,20712,21736.
14250,365.685351,4488,8136,w,0,7579,8603.
14251,365.685539,38193,4113,w,0,-1,-1
14252,365.685572,6064,11080,w,0,10548,11572.
14253,365.685763,36740,388,w,0,-1,-1
14254,365.685796,6142,11158,w,0,10610,11634.
14255,365.685982,37164,1380,w,0,-1,-1
14256,365.686015,8868,16164,w,0,15639,16663.
14257,365.686204,16430,29654,w,0,29094,30118.
14258,365.686382,60890,54642,w,0,-1,-1
14259,365.686418,14534,26390,w,0,25868,26892.
14260,365.686605,16671,30351,w,0,29855,30879.
14261,365.686788,48788,27772,w,0,-1,-1
14262,365.686821,3330,6066,w,0,5513,6537.
14263,365.687003,43211,15379,w,0,-1,-1
14264,365.687036,47225,23937,w,0,-1,-1
14265,365.687072,49999,30119,w,0,-1,-1
14266,365.687109,9633,17385,w,0,16821,17845.
14267,365.687293,57121,46329,w,0,-1,-1
14268,365.687326,57664,47440,w,0,-1,-1
14269,365.687363,9795,18003,w,0,17519,18543.
14270,365.687546,65411,64843,w,0,-1,-1
14271,365.687579,7286,13214,w,0,12665,13689.
14272,365.687765,5751,10767,w,0,10297,11321.
14273,365.687949,12137,22169,w,0,21671,22695.
14274,365.688133,53193,37289,w,0,-1,-1
14275,365.688166,26758,48646,w,0,48177,49201.
14276,365.689113,42589,13621,w,0,-1,-1
14277,365.689162,58871,50351,w,0,-1,-1
14278,365.689210,1436,2804,w,0,2288,3312.
14279,365.689399,40687,9447,w,0,-1,-1
14280,365.689444,27073,48961,w,0,48430,49454.
14281,365.689636,10566,19230,w,0,18706,19730.
14282,365.689822,14240,26096,w,0,25632,26656.
14283,365.690009,22658,40898,w,0,40342,41366.
14284,365.690201,9347,17099,w,0,16591,17615.
14285,365.690391,26561,47993,w,0,47451,48475.
14286,365.690580,53059,37155,w,0,-1,-1
14287,365.691874,58790,50270,w,0,-1,-1
14288,365.691921,29057,52769,w,0,52295,53319.
14289,365.692105,63501,60661,w,0,-1,-1
14290,365.692138,13761,25161,w,0,24679,25703.
14291,365.692322,17729,32321,w,0,31841,32865.
14292,365.692507,14243,26099,w,0,25634,26658.
14293,365.692716,35394,64122,w,0,63630,64654.
14294,365.692910,33866,61226,w,0,60700,61724.
14295,365.693097,11053,20173,w,0,19665,20689.
14296,365.693283,30512,55136,w,0,54599,55623.
14297,365.693470,51663,34055,w,0,-1,-1
14298,365.693517,27090,48978,w,0,48444,49468.
14299,365.693712,20783,37655,w,0,37132,38156.
14300,365.693900,43289,15457,w,0,-1,-1
14301,365.693945,19840,35800,w,0,35239,36263.
14302,365.694134,56073,44145,w,0,-1,-1
14303,365.694181,42309,13341,w,0,-1,-1
14304,365.694226,21725,39509,w,0,39025,40049.
14305,365.694415,31395,56931,w,0,56444,57468.
14306,365.694607,23245,41941,w,0,41381,42405.
14307,365.694794,60033,52649,w,0,-1,-1
14308,365.694839,16087,29311,w,0,28818,29842.
14309,365.695024,42464,13496,w,0,-1,-1
14310,365.695065,1629,2997,w,0,2443,3467.
14311,365.695248,51068,32892,w,0,-1,-1
14312,365.695285,2657,4937,w,0,4405,5429.
14313,365.695469,17501,31637,w,0,31090,32114.
14314,365.695667,22725,41421,w,0,40964,41988.
14315,365.695854,13581,24525,w,0,23967,24991.
14316,365.696039,3143,5879,w,0,5363,6387.
14317,365.696225,40500,9260,w,0,-1,-1
14318,365.696258,2625,4905,w,0,4379,5403.
14319,365.697160,21386,38714,w,0,38185,39209.
14320,365.697348,56063,44135,w,0,-1,-1
14321,365.697381,3589,6781,w,0,6289,7313.
14322,365.697566,59578,51626,w,0,-1,-1
14323,365.697605,20182,36598,w,0,36082,37106.
14324,365.697794,37422,2206,w,0,-1,-1
14325,365.697827,49664,29784,w,0,-1,-1
14326,365.697871,13613,24557,w,0,23992,25016.
14327,365.698056,25618,46594,w,0,46126,47150.
14328,365.698239,40245,8437,w,0,-1,-1
14329,365.698272,23043,41739,w,0,41219,42243.
14330,365.698455,54254,40054,w,0,-1,-1
14331,365.698489,36485,133,w,0,-1,-1
14332,365.698531,1929,3753,w,0,3252,4276.
14333,365.698715,33222,60126,w,0,59615,60639.
14334,365.698900,58211,48555,w,0,-1,-1
14335,365.698933,24299,43907,w,0,43363,44387.
14336,365.699116,34049,61409,w,0,60847,61871.
14337,365.699300,60008,52624,w,0,-1,-1
14338,365.699333,49205,28757,w,0,-1,-1
14339,365.699377,25408,45928,w,0,45389,46413.
14340,365.699562,44761,18633,w,0,-1,-1
14341,365.699597,8250,15090,w,0,14575,15599.
14342,365.699781,52911,37007,w,0,-1,-1
14343,365.699814,32568,59016,w,0,58522,59546.
14344,365.699998,27202,49090,w,0,48534,49558.
14345,365.700183,17280,31416,w,0,30912,31936.
14346,365.700367,19062,34566,w,0,34047,35071.
14347,365.700552,42830,14430,w,0,-1,-1
14348,365.700585,16757,30437,w,0,29924,30948.
14349,365.700795,13754,25154,w,0,24673,25697.
14350,365.700984,42598,13630,w,0,-1,-1
14351,365.701032,20004,36420,w,0,35939,36963.
14352,365.701219,4997,9101,w,0,8555,9579.
14353,365.701406,22726,41422,w,0,40964,41988.
14354,365.701594,26208,47640,w,0,47168,48192.
14355,365.701784,1645,3013,w,0,2456,3480.
14356,365.701972,14515,26371,w,0,25852,26876.
14357,365.702156,40111,8303,w,0,-1,-1
14358,365.702204,35952,65136,w,0,64646,-1.
14359,365.702324,29576,53744,w,0,53280,54304.
14360,365.702511,50337,31025,w,0,-1,-1
14361,365.702557,33095,59999,w,0,59513,60537.
14362,365.702847,38964,5452,w,0,-1,-1
14363,365.702897,6154,11170,w,0,10620,11644.
14364,365.703079,46300,21876,w,0,-1,-1
14365,365.703125,56473,45113,w,0,-1,-1
14366,365.703174,56867,45507,w,0,-1,-1
14367,365.703219,18753,34257,w,0,33799,34823.
14368,365.703402,58079,48423,w,0,-1,-1
14369,365.703449,52418,35946,w,0,-1,-1
14370,365.703495,28012,50812,w,0,50320,51344.
14371,365.703701,48777,27761,w,0,-1,-1
14372,365.703752,25434,45954,w,0,45410,46434.
14373,365.703940,43711,16447,w,0,-1,-1
14374,365.703990,33958,61318,w,0,60774,61798.
14375,365.704178,45715,20723,w,0,-1,-1
14376,365.704228,33096,60000,w,0,59514,60538.
14377,365.704419,61015,55335,w,0,-1,-1
14378,365.704455,7229,13157,w,0,12619,13643.
14379,365.705012,61826,56714,w,0,-1,-1
14380,365.705062,46979,23691,w,0,-1,-1
14381,365.705111,59456,51504,w,0,-1,-1
14382,365.705157,38694,5182,w,0,-1,-1
14383,365.705202,39675,7299,w,0,-1,-1
14384,365.705247,2594,4874,w,0,4354,5378.
14385,365.705432,25113,45633,w,0,45153,46177.
14386,365.705622,42178,12642,w,0,-1,-1
14387,365.705655,46663,22807,w,0,-1,-1
14388,365.705688,34958,63230,w,0,62712,63736.
14389,365.705878,56641,45281,w,0,-1,-1
14390,365.705925,29840,54008,w,0,53492,54516.
14391,365.706113,9665,17873,w,0,17415,18439.
14392,365.706295,57300,46508,w,0,-1,-1
14393,365.706345,46376,21952,w,0,-1,-1
14394,365.706390,192,648,w,0,154,1178.
14395,365.706578,30674,55754,w,0,55297,56321.
14396,365.706767,38916,5404,w,0,-1,-1
14397,365.706800,32525,58973,w,0,58487,59511.
14398,365.706983,3009,5745,w,0,5255,6279.
14399,365.707169,2695,4975,w,0,4435,5459.
14400,365.707352,38789,5277,w,0,-1,-1
14401,365.707386,20932,37804,w,0,37252,38276.
14402,365.707569,59841,52457,w,0,-1,-1
14403,365.707602,50881,32137,w,0,-1,-1
14404,365.707657,17946,32538,w,0,32015,33039.
14405,365.707844,17128,31264,w,0,30790,31814.
14406,365.708026,4161,7809,w,0,7316,8340.
14407,365.708213,5024,9128,w,0,8577,9601.
14408,365.708404,31106,56186,w,0,55644,56668.
14409,365.708592,11911,21487,w,0,20922,21946.
14410,365.708792,30462,55086,w,0,54559,55583.
14411,365.708981,62145,57601,w,0,-1,-1
14412,365.709015,253,709,w,0,203,1227.
14413,365.709206,3050,5786,w,0,5288,6312.
14414,365.709392,40632,9392,w,0,-1,-1
14415,365.709439,35829,65013,w,0,64548,-1.
14416,365.709560,47297,24577,w,0,-1,-1
14417,365.709597,14026,25426,w,0,24892,25916.
14418,365.709789,45024,19464,w,0,-1,-1
14419,365.709840,38246,4166,w,0,-1,-1
14420,365.709886,6210,11226,w,0,10665,11689.
14421,365.710077,1286,2654,w,0,2168,3192.
14422,365.710262,61296,55616,w,0,-1,-1
14423,365.710295,15332,27644,w,0,27076,28100.
14424,365.710479,59321,51369,w,0,-1,-1
14425,365.710512,29028,52740,w,0,52272,53296.
14426,365.710696,30576,55200,w,0,54650,55674.
14427,365.710880,40449,8641,w,0,-1,-1
14428,365.710913,21050,38378,w,0,37915,38939.
14429,365.711096,61809,56697,w,0,-1,-1
14430,365.711129,59454,51502,w,0,-1,-1
14431,365.711166,14892,27204,w,0,26723,27747.
14432,365.711349,3147,5883,w,0,5366,6390.
14433,365.711533,38546,4466,w,0,-1,-1
14434,365.711565,20909,37781,w,0,37234,38258.
14435,365.711750,42897,14497,w,0,-1,-1
14436,365.711783,39488,6544,w,0,-1,-1
14437,365.711826,12673,23161,w,0,22670,23694.
14438,365.712009,29494,53206,w,0,52646,53670.
14439,365.712193,21729,39513,w,0,39028,40052.
14440,365.712377,24715,44779,w,0,44265,45289.
14441,365.712561,53783,39015,w,0,-1,-1
14442,365.712594,7682,14066,w,0,13551,14575.
14443,365.712813,36162,65346,w,0,64815,-1.
14444,365.712932,31778,57314,w,0,56751,57775.
14445,365.713118,28253,51053,w,0,50513,51537.
14446,365.713305,20880,37752,w,0,37210,38234.
14447,365.713494,2241,4065,w,0,3503,4527.
14448,365.714705,9670,17878,w,0,17419,18443.
14449,365.714889,46380,21956,w,0,-1,-1
14450,365.714923,48778,27762,w,0,-1,-1
14451,365.714966,47350,24630,w,0,-1,-1
14452,365.715000,2482,4762,w,0,4264,5288.
14453,365.715183,53762,38994,w,0,-1,-1
14454,365.715217,64056,61784,w,0,-1,-1
14455,365.715260,52953,37049,w,0,-1,-1
14456,365.715293,48387,26803,w,0,-1,-1
14457,365.715337,59391,51439,w,0,-1,-1
14458,365.715370,49475,29027,w,0,-1,-1
14459,365.715414,16257,29481,w,0,28955,29979.
14460,365.715598,57780,47556,w,0,-1,-1
14461,365.715636,12424,22456,w,0,21902,22926.
14462,365.715820,53800,39032,w,0,-1,-1
14463,365.715853,24853,44917,w,0,44376,45400.
14464,365.716037,15568,28336,w,0,27834,28858.
14465,365.716221,13183,24127,w,0,23647,24671.
14466,365.716406,1803,3627,w,0,3151,4175.
14467,365.716591,17574,31710,w,0,31148,32172.
14468,365.717062,65474,64906,w,0,-1,-1
14469,365.717095,42854,14454,w,0,-1,-1
14470,365.717141,50882,32138,w,0,-1,-1
14471,365.717192,51927,34887,w,0,-1,-1
14472,365.717238,55294,42230,w,0,-1,-1
14473,365.717280,20969,37841,w,0,37282,38306.
14474,365.717470,6856,12784,w,0,12320,13344.
14475,365.717665,9348,17100,w,0,16592,17616.
14476,365.717853,23298,42450,w,0,41992,43016.
14477,365.718040,21192,38520,w,0,38029,39053.
14478,365.718227,35494,64222,w,0,63711,64735.
14479,365.718414,50199,30887,w,0,-1,-1
14480,365.718459,26383,47815,w,0,47308,48332.
14481,365.718653,13945,25345,w,0,24827,25851.
14482,365.718841,29697,53865,w,0,53377,54401.
14483,365.719033,37204,1420,w,0,-1,-1
14484,365.719070,32179,58171,w,0,57641,58665.
14485,365.719259,58242,49154,w,0,-1,-1
14486,365.719292,52849,36945,w,0,-1,-1
14487,365.719337,65379,64811,w,0,-1,-1
14488,365.719382,24094,43702,w,0,43199,44223.
14489,365.719566,37730,3082,w,0,-1,-1
14490,365.719614,25885,46861,w,0,46340,47364.
14491,365.719805,48451,26867,w,0,-1,-1
14492,365.719851,62358,58382,w,0,-1,-1
14493,365.719901,700,1612,w,0,1129,2153.
14494,365.720086,64127,61855,w,0,-1,-1
14495,365.720119,11887,21463,w,0,20903,21927.
14496,365.721089,980,1892,w,0,1354,2378.
14497,365.721276,62227,57683,w,0,-1,-1
14498,365.721310,10350,19014,w,0,18533,19557.
14499,365.721494,34603,62419,w,0,61859,62883.
14500,365.721677,26669,48101,w,0,47538,48562.
14501,365.721861,51267,33091,w,0,-1,-1
14502,365.721895,39885,7509,w,0,-1,-1
14503,365.721938,37608,2392,w,0,-1,-1
14504,365.721971,55337,42273,w,0,-1,-1
14505,365.722014,34688,62960,w,0,62496,63520.
14506,365.722198,40327,8519,w,0,-1,-1
14507,365.722231,53504,38168,w,0,-1,-1
14508,365.722274,28165,50965,w,0,50443,51467.
14509,365.722458,29955,54123,w,0,53584,54608.
14510,365.722647,53757,38989,w,0,-1,-1
14511,365.722680,35327,64055,w,0,63577,64601.
14512,365.722864,20516,37388,w,0,36918,37942.
14513,365.723048,35146,63418,w,0,62863,63887.
14514,365.723232,23104,41800,w,0,41268,42292.
14515,365.723415,64221,62517,w,0,-1,-1
14516,365.723448,45385,19825,w,0,-1,-1
14517,365.723491,24843,44907,w,0,44368,45392.
14518,365.723677,887,1799,w,0,1280,2304.
14519,365.723860,24039,43647,w,0,43154,44178.
14520,365.724045,41908,12372,w,0,-1,-1
14521,365.724078,62250,57706,w,0,-1,-1
14522,365.724121,37889,3241,w,0,-1,-1
14523,365.724154,4492,8140,w,0,7582,8606.
14524,365.724337,25580,46556,w,0,46096,47120.
14525,365.724521,10538,19202,w,0,18684,19708.
14526,365.724819,53541,38205,w,0,-1,-1
14527,365.724862,25666,46642,w,0,46165,47189.
14528,365.725047,49337,28889,w,0,-1,-1
14529,365.725093,56272,44344,w,0,-1,-1
14530,365.725138,47330,24610,w,0,-1,-1
14531,365.725183,54366,40166,w,0,-1,-1
14532,365.725229,4675,8779,w,0,8297,9321.
14533,365.725418,21453,38781,w,0,38238,39262.
14534,365.725605,1246,2614,w,0,2136,3160.
14535,365.725791,58159,48503,w,0,-1,-1
14536,365.725842,18625,33673,w,0,33128,34152.
14537,365.726030,8066,14906,w,0,14427,15451.
14538,365.726217,26316,47748,w,0,47254,48278.
14539,365.726400,9662,17870,w,0,17412,18436.
14540,365.726584,61150,55470,w,0,-1,-1
14541,365.726634,48410,26826,w,0,-1,-1
14542,365.726683,7506,13890,w,0,13409,14433.
14543,365.726869,39404,6460,w,0,-1,-1
14544,365.726902,21462,38790,w,0,38246,39270.
14545,365.727094,54541,40341,w,0,-1,-1
14546,365.727131,40004,8196,w,0,-1,-1
14547,365.727176,12609,23097,w,0,22618,23642.
14548,365.727366,26117,47093,w,0,46527,47551.
14549,365.727550,37816,3168,w,0,-1,-1
14550,365.727596,60643,54395,w,0,-1,-1
14551,365.727645,46085,21661,w,0,-1,-1
14552,365.727823,61502,56390,w,0,-1,-1
14553,365.727872,53454,38118,w,0,-1,-1
14554,365.727918,42630,13662,w,0,-1,-1
14555,365.727965,42284,13316,w,0,-1,-1
14556,365.728012,34687,62959,w,0,62495,63519.
14557,365.728201,32144,58136,w,0,57613,58637.
14558,365.728390,18224,33272,w,0,32806,33830.
14559,365.728578,44750,18622,w,0,-1,-1
14560,365.728625,37778,3130,w,0,-1,-1
14561,365.728729,60458,53642,w,0,-1,-1
14562,365.728778,293,749,w,0,235,1259.
14563,365.728969,61959,57415,w,0,-1,-1
14564,365.729016,21632,39416,w,0,38950,39974.
14565,365.729205,50379,31067,w,0,-1,-1
14566,365.729255,28930,52186,w,0,51625,52649.
14567,365.729443,36833,1049,w,0,-1,-1
14568,365.729476,37648,2432,w,0,-1,-1
14569,365.729523,39881,7505,w,0,-1,-1
14570,365.729570,49868,29988,w,0,-1,-1
14571,365.729615,25711,46687,w,0,46201,47225.
14572,365.729805,19453,35413,w,0,34929,35953.
14573,365.729989,44867,18739,w,0,-1,-1
14574,365.730039,13857,25257,w,0,24756,25780.
14575,365.730229,39145,6201,w,0,-1,-1
14576,365.730273,24291,43899,w,0,43357,44381.
14577,365.730463,60175,53359,w,0,-1,-1
14578,365.730510,61362,55682,w,0,-1,-1
14579,365.730557,5665,10225,w,0,9659,10683.
14580,365.730747,49863,29983,w,0,-1,-1
14581,365.730780,3863,7055,w,0,6509,7533.
14582,365.730964,25038,45558,w,0,45092,46116.
14583,365.731152,34712,62984,w,0,62515,63539.
14584,365.731335,49024,28008,w,0,-1,-1
14585,365.731368,64131,61859,w,0,-1,-1
14586,365.731415,28699,51955,w,0,51440,52464.
